航班日期,航班号,机型,起飞/到达,机位,计划时间,实际时间,实际上轮挡,计划起飞时间,实际起飞时间
2021/7/26,CA1980,A321,A,90,2021/7/26 16:05,2021/7/26 20:47,2021/7/26 21:01,2021/7/26 15:15,2021/7/26 19:57
2021/7/26,FM9350,B738,A,134,2021/7/26 16:05,2021/7/26 15:54,2021/7/26 16:05,2021/7/26 15:15,2021/7/26 15:04
2021/7/26,CA8302,A321,A,585,2021/7/26 16:10,2021/7/26 19:38,2021/7/26 19:50,2021/7/26 15:20,2021/7/26 18:48
2021/7/26,CA1962,A321,A,808,2021/7/26 16:10,2021/7/26 20:49,2021/7/26 21:03,2021/7/26 15:20,2021/7/26 19:59
2021/7/26,CA1986,A320,A,802,2021/7/26 16:10,2021/7/26 20:32,2021/7/26 20:48,2021/7/26 15:20,2021/7/26 19:42
2021/7/26,CA1257,A321,A,64,2021/7/26 16:15,2021/7/26 20:50,2021/7/26 21:08,2021/7/26 15:25,2021/7/26 20:00
2021/7/26,CA8680,A320,A,622,2021/7/26 16:15,2021/7/26 20:16,2021/7/26 20:30,2021/7/26 15:25,2021/7/26 19:26
2021/7/26,MU5340,A20N,A,201,2021/7/26 16:15,2021/7/26 16:24,2021/7/26 16:46,2021/7/26 15:25,2021/7/26 15:34
2021/7/26,MU6370,A319,A,560,2021/7/26 16:20,2021/7/26 16:01,2021/7/26 16:15,2021/7/26 15:30,2021/7/26 15:11
2021/7/26,FM9132,B738,A,137,2021/7/26 16:25,2021/7/26 18:50,2021/7/26 19:06,2021/7/26 15:35,2021/7/26 18:00
2021/7/26,HO1608,B789,A,87,2021/7/26 16:30,2021/7/26 17:08,2021/7/26 17:36,2021/7/26 15:40,2021/7/26 16:18
2021/7/26,CX360D,B77W,A,75,2021/7/26 16:30,2021/7/26 15:51,2021/7/26 16:07,2021/7/26 15:40,2021/7/26 15:01
2021/7/26,MU5817,B737,A,4,2021/7/26 16:40,2021/7/26 16:19,2021/7/26 16:38,2021/7/26 15:50,2021/7/26 15:29
2021/7/26,MU5795,B738,A,110,2021/7/26 17:00,2021/7/26 17:15,2021/7/26 17:33,2021/7/26 16:10,2021/7/26 16:25
2021/7/26,9C6278,A320,A,159,2021/7/26 17:00,2021/7/26 16:38,2021/7/26 16:49,2021/7/26 16:10,2021/7/26 15:48
2021/7/26,MU5536,A20N,A,103,2021/7/26 17:00,2021/7/26 16:44,2021/7/26 17:01,2021/7/26 16:10,2021/7/26 15:54
2021/7/26,9C8824,A320,A,164,2021/7/26 17:00,2021/7/26 16:36,2021/7/26 16:49,2021/7/26 16:10,2021/7/26 15:46
2021/7/26,CA4503,A333,A,807,2021/7/26 17:00,2021/7/26 20:54,2021/7/26 21:09,2021/7/26 16:10,2021/7/26 20:04
2021/7/26,9C8860,A320,A,160,2021/7/26 17:05,2021/7/26 16:05,2021/7/26 16:16,2021/7/26 16:15,2021/7/26 15:15
2021/7/26,MU6400,A320,A,8,2021/7/26 17:05,2021/7/26 17:35,2021/7/26 17:58,2021/7/26 16:15,2021/7/26 16:45
2021/7/26,CA1894,A333,A,89,2021/7/26 17:05,2021/7/26 20:44,2021/7/26 20:58,2021/7/26 16:15,2021/7/26 19:54
2021/7/26,MU2533,B738,A,123,2021/7/26 17:05,2021/7/26 16:42,2021/7/26 16:48,2021/7/26 16:15,2021/7/26 15:52
2021/7/26,HO1036,A20N,A,51,2021/7/26 17:10,2021/7/26 17:17,2021/7/26 17:31,2021/7/26 16:20,2021/7/26 16:27
2021/7/26,FM9476,B738,A,119,2021/7/26 17:10,2021/7/26 16:54,2021/7/26 17:02,2021/7/26 16:20,2021/7/26 16:04
2021/7/26,HO1186,A321,A,815,2021/7/26 17:15,2021/7/26 16:46,2021/7/26 17:03,2021/7/26 16:25,2021/7/26 15:56
2021/7/26,MU2357,A320,A,118,2021/7/26 17:25,2021/7/26 17:38,2021/7/26 17:49,2021/7/26 16:35,2021/7/26 16:48
2021/7/26,UA857,B77W,A,85,2021/7/26 17:25,2021/7/26 17:07,2021/7/26 17:22,2021/7/26 16:35,2021/7/26 16:17
2021/7/26,CZ6155,A321,A,166,2021/7/26 17:30,2021/7/26 17:01,2021/7/26 17:12,2021/7/26 16:40,2021/7/26 16:11
2021/7/26,9C6402,A320,A,154,2021/7/26 17:30,2021/7/26 17:30,2021/7/26 17:41,2021/7/26 16:40,2021/7/26 16:40
2021/7/26,HO1072,A320,A,811,2021/7/26 17:30,2021/7/26 15:59,2021/7/26 16:09,2021/7/26 16:40,2021/7/26 15:09
2021/7/26,CZ3593,B738,A,183,2021/7/26 17:35,2021/7/26 17:20,2021/7/26 17:34,2021/7/26 16:45,2021/7/26 16:30
2021/7/26,MU5632,A321,A,104,2021/7/26 17:35,2021/7/26 17:32,2021/7/26 17:48,2021/7/26 16:45,2021/7/26 16:42
2021/7/26,MU9062,ARJ2,A,503,2021/7/26 17:40,2021/7/26 17:44,2021/7/26 18:06,2021/7/26 16:50,2021/7/26 16:54
2021/7/26,HO1048,A320,A,97,2021/7/26 17:40,2021/7/26 17:13,2021/7/26 17:23,2021/7/26 16:50,2021/7/26 16:23
2021/7/26,MU9066,ARJ2,A,510,2021/7/26 17:40,2021/7/26 17:41,2021/7/26 18:00,2021/7/26 16:50,2021/7/26 16:51
2021/7/26,HU7613,A333,A,168,2021/7/26 17:40,2021/7/26 17:47,2021/7/26 17:55,2021/7/26 16:50,2021/7/26 16:57
2021/7/26,9C8760,A320,A,163,2021/7/26 17:45,2021/7/26 17:41,2021/7/26 17:51,2021/7/26 16:55,2021/7/26 16:51
2021/7/26,CZ6535,A321,A,153,2021/7/26 17:50,2021/7/26 17:50,2021/7/26 18:10,2021/7/26 17:00,2021/7/26 17:00
2021/7/26,9C6108,A320,A,155,2021/7/26 18:00,2021/7/26 17:34,2021/7/26 17:45,2021/7/26 17:10,2021/7/26 16:44
2021/7/26,MU6236,A321,A,3,2021/7/26 18:05,2021/7/26 18:03,2021/7/26 18:13,2021/7/26 17:15,2021/7/26 17:13
2021/7/26,9C8966,A320,A,162,2021/7/26 18:05,2021/7/26 17:52,2021/7/26 18:05,2021/7/26 17:15,2021/7/26 17:02
2021/7/26,CZ3835,A333,A,169,2021/7/26 18:05,2021/7/26 17:59,2021/7/26 18:12,2021/7/26 17:15,2021/7/26 17:09
2021/7/26,9C8814,A320,A,152,2021/7/26 18:10,2021/7/26 18:06,2021/7/26 18:18,2021/7/26 17:20,2021/7/26 17:16
2021/7/26,MU5372,A319,A,143,2021/7/26 18:15,2021/7/26 17:53,2021/7/26 18:02,2021/7/26 17:25,2021/7/26 17:03
2021/7/26,FM9416,B738,A,6,2021/7/26 18:20,2021/7/26 17:56,2021/7/26 18:08,2021/7/26 17:30,2021/7/26 17:06
2021/7/26,MU6078,A321,A,555,2021/7/26 18:25,2021/7/26 19:09,2021/7/26 19:24,2021/7/26 17:35,2021/7/26 18:19
2021/7/26,OQ2309,A21N,A,157,2021/7/26 18:30,2021/7/26 19:29,2021/7/26 19:41,2021/7/26 17:40,2021/7/26 18:39
2021/7/26,MU5220,A321,A,568,2021/7/26 18:30,2021/7/26 18:17,2021/7/26 18:28,2021/7/26 17:40,2021/7/26 17:27
2021/7/26,MU2310,A320,A,2,2021/7/26 18:30,2021/7/26 18:20,2021/7/26 18:32,2021/7/26 17:40,2021/7/26 17:30
2021/7/26,CA1984,A321,A,56,2021/7/26 18:35,2021/7/27 1:05,2021/7/27 1:18,2021/7/26 17:45,2021/7/27 0:15
2021/7/26,KN2220,B737,A,112,2021/7/26 18:35,2021/7/26 18:31,2021/7/26 18:38,2021/7/26 17:45,2021/7/26 17:41
2021/7/26,MU9623,A321,A,115,2021/7/26 18:40,2021/7/26 19:04,2021/7/26 19:10,2021/7/26 17:50,2021/7/26 18:14
2021/7/26,MU5668,A20N,A,9,2021/7/26 18:40,2021/7/26 18:19,2021/7/26 18:37,2021/7/26 17:50,2021/7/26 17:29
2021/7/26,HO1232,A320,A,805,2021/7/26 18:40,2021/7/26 17:24,2021/7/26 17:37,2021/7/26 17:50,2021/7/26 16:34
2021/7/26,MU2684,B738,A,131,2021/7/26 18:45,2021/7/26 18:23,2021/7/26 18:35,2021/7/26 17:55,2021/7/26 17:33
2021/7/26,9C6446,A320,A,156,2021/7/26 18:45,2021/7/26 18:28,2021/7/26 18:37,2021/7/26 17:55,2021/7/26 17:38
2021/7/26,CZ6351,B738,A,187,2021/7/26 18:45,2021/7/26 21:44,2021/7/26 22:01,2021/7/26 17:55,2021/7/26 20:54
2021/7/26,FM9354,B738,A,564,2021/7/26 18:55,2021/7/26 18:25,2021/7/26 18:42,2021/7/26 18:05,2021/7/26 17:35
2021/7/26,MU5378,B77W,A,14,2021/7/26 19:00,2021/7/26 18:31,2021/7/26 18:50,2021/7/26 18:10,2021/7/26 17:41
2021/7/26,MU2838,A20N,A,559,2021/7/26 19:00,2021/7/26 18:23,2021/7/26 18:34,2021/7/26 18:10,2021/7/26 17:33
2021/7/26,MU5418,A321,A,122,2021/7/26 19:05,2021/7/26 18:56,2021/7/26 19:14,2021/7/26 18:15,2021/7/26 18:06
2021/7/26,FM9112,B738,A,4,2021/7/26 19:05,2021/7/26 18:37,2021/7/26 18:48,2021/7/26 18:15,2021/7/26 17:47
2021/7/26,FM9294,B738,A,105,2021/7/26 19:10,2021/7/26 19:03,2021/7/26 19:16,2021/7/26 18:20,2021/7/26 18:13
2021/7/26,HO1068,A20N,A,50,2021/7/26 19:10,2021/7/26 18:26,2021/7/26 18:41,2021/7/26 18:20,2021/7/26 17:36
2021/7/26,MU9926,A320,A,569,2021/7/26 19:10,2021/7/26 18:56,2021/7/26 19:07,2021/7/26 18:20,2021/7/26 18:06
2021/7/26,CA8187,A320,A,589,2021/7/26 19:15,2021/7/27 1:59,2021/7/27 2:11,2021/7/26 18:25,2021/7/27 1:09
2021/7/26,MU2670,B738,A,102,2021/7/26 19:15,2021/7/26 20:06,2021/7/26 20:22,2021/7/26 18:25,2021/7/26 19:16
2021/7/26,MU5793,B738,A,10,2021/7/26 19:15,2021/7/26 19:06,2021/7/26 19:31,2021/7/26 18:25,2021/7/26 18:16
2021/7/26,MU2008,A332,A,554,2021/7/26 19:20,2021/7/26 19:30,2021/7/26 19:43,2021/7/26 18:30,2021/7/26 18:40
2021/7/26,FM9223,B738,A,120,2021/7/26 19:25,2021/7/26 18:36,2021/7/26 18:53,2021/7/26 18:35,2021/7/26 17:46
2021/7/26,CZ8618,A332,A,170,2021/7/26 19:25,2021/7/26 19:01,2021/7/26 19:16,2021/7/26 18:35,2021/7/26 18:11
2021/7/26,MU5603,A20N,A,109,2021/7/26 19:35,2021/7/26 19:36,2021/7/26 19:52,2021/7/26 18:45,2021/7/26 18:46
2021/7/26,CZ6781,B77W,A,167,2021/7/26 19:40,2021/7/26 19:41,2021/7/26 19:54,2021/7/26 18:50,2021/7/26 18:51
2021/7/26,MU2552,B738,A,147,2021/7/26 19:45,2021/7/26 19:34,2021/7/26 19:57,2021/7/26 18:55,2021/7/26 18:44
2021/7/26,9C6380,A320,A,149,2021/7/26 19:50,2021/7/26 19:23,2021/7/26 19:40,2021/7/26 19:00,2021/7/26 18:33
2021/7/26,MU6366,A321,A,133,2021/7/26 19:55,2021/7/26 19:47,2021/7/26 20:01,2021/7/26 19:05,2021/7/26 18:57
2021/7/26,MU6492,A319,A,8,2021/7/26 19:55,2021/7/26 19:37,2021/7/26 19:50,2021/7/26 19:05,2021/7/26 18:47
2021/7/26,9C9915,A320,A,157,2021/7/26 20:02,2021/7/27 4:09,2021/7/27 4:17,2021/7/26 19:12,2021/7/27 3:19
2021/7/26,HU7119,B789,A,189,2021/7/26 20:05,2021/7/26 20:00,2021/7/26 20:15,2021/7/26 19:15,2021/7/26 19:10
2021/7/26,MU5206,A20N,A,138,2021/7/26 20:05,2021/7/26 19:44,2021/7/26 20:04,2021/7/26 19:15,2021/7/26 18:54
2021/7/26,MU2180,A320,A,556,2021/7/26 20:05,2021/7/26 19:25,2021/7/26 19:37,2021/7/26 19:15,2021/7/26 18:35
2021/7/26,MU9711,B737,A,202,2021/7/26 20:10,2021/7/26 19:43,2021/7/26 20:02,2021/7/26 19:20,2021/7/26 18:53
2021/7/26,9C6458,A320,A,154,2021/7/26 20:10,2021/7/26 19:46,2021/7/26 19:58,2021/7/26 19:20,2021/7/26 18:56
2021/7/26,CA4555,A359,A,590,2021/7/26 20:15,2021/7/26 20:20,2021/7/26 20:58,2021/7/26 19:25,2021/7/26 19:30
2021/7/26,MU5232,A321,A,7,2021/7/26 20:15,2021/7/26 20:23,2021/7/26 20:35,2021/7/26 19:25,2021/7/26 19:33
2021/7/26,FM9226,B738,A,121,2021/7/26 20:20,2021/7/26 19:54,2021/7/26 20:05,2021/7/26 19:30,2021/7/26 19:04
2021/7/26,MU6332,A320,A,145,2021/7/26 20:25,2021/7/26 20:08,2021/7/26 20:22,2021/7/26 19:35,2021/7/26 19:18
2021/7/26,MU2167,A321,A,143,2021/7/26 20:25,2021/7/26 20:13,2021/7/26 20:25,2021/7/26 19:35,2021/7/26 19:23
2021/7/26,MU5614,A20N,A,103,2021/7/26 20:30,2021/7/26 19:56,2021/7/26 20:10,2021/7/26 19:40,2021/7/26 19:06
2021/7/26,9C8734,A320,A,171,2021/7/26 20:30,2021/7/26 19:51,2021/7/26 20:06,2021/7/26 19:40,2021/7/26 19:01
2021/7/26,MU9717,B737,A,116,2021/7/26 20:30,2021/7/27 0:18,2021/7/27 0:24,2021/7/26 19:40,2021/7/26 23:28
2021/7/26,CZ6765,A320,A,155,2021/7/26 20:30,2021/7/26 20:02,2021/7/26 20:16,2021/7/26 19:40,2021/7/26 19:12
2021/7/26,FM9198,B738,A,116,2021/7/26 20:35,2021/7/26 20:11,2021/7/26 20:18,2021/7/26 19:45,2021/7/26 19:21
2021/7/26,MU2370,A321,A,101,2021/7/26 20:40,2021/7/26 22:46,2021/7/26 23:11,2021/7/26 19:50,2021/7/26 21:56
2021/7/26,MU5532,A320,A,108,2021/7/26 20:45,2021/7/26 20:35,2021/7/26 20:49,2021/7/26 19:55,2021/7/26 19:45
2021/7/26,HO1214,A321,A,624,2021/7/26 20:50,2021/7/26 20:42,2021/7/26 20:54,2021/7/26 20:00,2021/7/26 19:52
2021/7/26,MU5213,B738,A,210,2021/7/26 20:50,2021/7/26 21:11,2021/7/26 21:20,2021/7/26 20:00,2021/7/26 20:21
2021/7/26,CA4293,A359,A,811,2021/7/26 20:55,2021/7/26 20:48,2021/7/26 21:05,2021/7/26 20:05,2021/7/26 19:58
2021/7/26,CZ8881,A333,A,151,2021/7/26 21:00,2021/7/26 20:31,2021/7/26 20:51,2021/7/26 20:10,2021/7/26 19:41
2021/7/26,MU5661,A321,A,114,2021/7/26 21:05,2021/7/26 20:34,2021/7/26 20:44,2021/7/26 20:15,2021/7/26 19:44
2021/7/26,MU5438,A319,A,141,2021/7/26 21:05,2021/7/26 20:38,2021/7/26 20:52,2021/7/26 20:15,2021/7/26 19:48
2021/7/26,HU7321,A333,A,170,2021/7/26 21:10,2021/7/26 20:55,2021/7/26 21:08,2021/7/26 20:20,2021/7/26 20:05
2021/7/26,KN5977,B738,A,110,2021/7/26 21:10,2021/7/26 22:02,2021/7/26 22:14,2021/7/26 20:20,2021/7/26 21:12
2021/7/26,MU6272,A321,A,112,2021/7/26 21:10,2021/7/26 20:57,2021/7/26 21:17,2021/7/26 20:20,2021/7/26 20:07
2021/7/26,MU6142,B77W,A,9,2021/7/26 21:15,2021/7/26 21:18,2021/7/26 21:36,2021/7/26 20:25,2021/7/26 20:28
2021/7/26,MU2543,B738,A,120,2021/7/26 21:15,2021/7/26 21:07,2021/7/26 21:15,2021/7/26 20:25,2021/7/26 20:17
2021/7/26,KN2315,B738,A,567,2021/7/26 21:15,2021/7/26 21:00,2021/7/26 21:12,2021/7/26 20:25,2021/7/26 20:10
2021/7/26,MU5531,A20N,A,115,2021/7/26 21:20,2021/7/26 20:25,2021/7/26 20:47,2021/7/26 20:30,2021/7/26 19:35
2021/7/26,FM9144,B738,A,137,2021/7/26 21:20,2021/7/26 20:38,2021/7/26 20:53,2021/7/26 20:30,2021/7/26 19:48
2021/7/26,CZ6251,A320,A,165,2021/7/26 21:20,2021/7/26 20:42,2021/7/26 21:00,2021/7/26 20:30,2021/7/26 19:52
2021/7/26,MU2000,B738,A,118,2021/7/26 21:30,2021/7/26 23:10,2021/7/26 23:16,2021/7/26 20:40,2021/7/26 22:20
2021/7/26,MU5190,A319,A,211,2021/7/26 21:30,2021/7/26 20:57,2021/7/26 21:07,2021/7/26 20:40,2021/7/26 20:07
2021/7/26,FM9184,B738,A,10,2021/7/26 21:35,2021/7/26 21:03,2021/7/26 21:27,2021/7/26 20:45,2021/7/26 20:13
2021/7/26,MU2442,A20N,A,561,2021/7/26 21:35,2021/7/26 21:37,2021/7/26 21:48,2021/7/26 20:45,2021/7/26 20:47
2021/7/26,FM9086,B738,A,129,2021/7/26 21:35,2021/7/26 21:33,2021/7/26 21:47,2021/7/26 20:45,2021/7/26 20:43
2021/7/26,FM9212,B789,A,119,2021/7/26 21:40,2021/7/26 21:40,2021/7/26 21:46,2021/7/26 20:50,2021/7/26 20:50
2021/7/26,MU5588,A320,A,133,2021/7/26 21:40,2021/7/26 21:37,2021/7/26 21:50,2021/7/26 20:50,2021/7/26 20:47
2021/7/26,CZ6553,A332,A,168,2021/7/26 21:40,2021/7/26 20:52,2021/7/26 22:01,2021/7/26 20:50,2021/7/26 20:02
2021/7/26,MU6478,A20N,A,142,2021/7/26 21:40,2021/7/26 21:31,2021/7/26 21:45,2021/7/26 20:50,2021/7/26 20:41
2021/7/26,HO1176,A320,A,95,2021/7/26 21:45,2021/7/26 21:09,2021/7/26 21:21,2021/7/26 20:55,2021/7/26 20:19
2021/7/26,MU7891,B737,A,132,2021/7/26 21:55,2021/7/26 22:09,2021/7/26 22:19,2021/7/26 21:05,2021/7/26 21:19
2021/7/26,HO1140,A320,A,88,2021/7/26 22:00,2021/7/27 2:36,2021/7/27 2:44,2021/7/26 21:10,2021/7/27 1:46
2021/7/26,CA1553,A320,A,623,2021/7/26 22:00,2021/7/27 4:03,2021/7/27 4:19,2021/7/26 21:10,2021/7/27 3:13
2021/7/26,MU5266,A321,A,205,2021/7/26 22:05,2021/7/26 22:06,2021/7/26 22:27,2021/7/26 21:15,2021/7/26 21:16
2021/7/26,CA1944,A333,A,814,2021/7/26 22:05,2021/7/26 22:49,2021/7/26 23:36,2021/7/26 21:15,2021/7/26 21:59
2021/7/26,MU2231,A319,A,207,2021/7/26 22:10,2021/7/26 22:28,2021/7/26 22:45,2021/7/26 21:20,2021/7/26 21:38
2021/7/26,HU7219,B789,A,816,2021/7/26 22:10,2021/7/26 21:57,2021/7/26 22:14,2021/7/26 21:20,2021/7/26 21:07
2021/7/26,MU5202,A20N,A,143,2021/7/26 22:10,2021/7/26 22:22,2021/7/26 22:31,2021/7/26 21:20,2021/7/26 21:32
2021/7/26,CA1976,A321,A,625,2021/7/26 22:10,2021/7/27 1:24,2021/7/27 1:38,2021/7/26 21:20,2021/7/27 0:34
2021/7/26,FM9430,B738,A,104,2021/7/26 22:15,2021/7/26 22:03,2021/7/26 22:22,2021/7/26 21:25,2021/7/26 21:13
2021/7/26,MU5626,A320,A,552,2021/7/26 22:15,2021/7/26 21:54,2021/7/26 22:14,2021/7/26 21:25,2021/7/26 21:04
2021/7/26,9C6224,A320,A,153,2021/7/26 22:20,2021/7/26 21:49,2021/7/26 22:04,2021/7/26 21:30,2021/7/26 20:59
2021/7/26,FM9180,B738,A,558,2021/7/26 22:30,2021/7/26 22:16,2021/7/26 22:30,2021/7/26 21:40,2021/7/26 21:26
2021/7/26,CZ3289,B738,A,169,2021/7/26 22:30,2021/7/26 21:59,2021/7/26 22:10,2021/7/26 21:40,2021/7/26 21:09
2021/7/26,CZ8211,A21N,A,182,2021/7/26 22:30,2021/7/26 22:21,2021/7/26 22:37,2021/7/26 21:40,2021/7/26 21:31
2021/7/26,MU2675,A321,A,8,2021/7/26 22:30,2021/7/26 22:39,2021/7/26 22:53,2021/7/26 21:40,2021/7/26 21:49
2021/7/26,HO1150,A320,A,92,2021/7/26 22:30,2021/7/26 21:29,2021/7/26 21:46,2021/7/26 21:40,2021/7/26 20:39
2021/7/26,CA1883,A332,A,57,2021/7/26 22:35,2021/7/27 4:11,2021/7/27 4:25,2021/7/26 21:45,2021/7/27 3:21
2021/7/26,CZ6525,A321,A,184,2021/7/26 22:40,2021/7/26 22:11,2021/7/26 22:29,2021/7/26 21:50,2021/7/26 21:21
2021/7/26,MU5550,A321,A,210,2021/7/26 22:40,2021/7/26 22:44,2021/7/26 22:53,2021/7/26 21:50,2021/7/26 21:54
2021/7/26,MU5268,A319,A,209,2021/7/26 22:45,2021/7/26 22:37,2021/7/26 23:04,2021/7/26 21:55,2021/7/26 21:47
2021/7/26,FM9320,B738,A,512,2021/7/26 22:45,2021/7/26 22:14,2021/7/26 22:33,2021/7/26 21:55,2021/7/26 21:24
2021/7/26,MU6464,A319,A,144,2021/7/26 22:45,2021/7/26 22:55,2021/7/26 23:10,2021/7/26 21:55,2021/7/26 22:05
2021/7/26,FM9344,B738,A,572,2021/7/26 22:50,2021/7/26 23:22,2021/7/26 23:32,2021/7/26 22:00,2021/7/26 22:32
2021/7/26,FM9268,B737,A,116,2021/7/26 22:50,2021/7/27 2:02,2021/7/27 2:07,2021/7/26 22:00,2021/7/27 1:12
2021/7/26,MU6368,A320,A,565,2021/7/26 22:50,2021/7/26 22:40,2021/7/26 23:05,2021/7/26 22:00,2021/7/26 21:50
2021/7/26,CA4535,A359,A,809,2021/7/26 22:55,2021/7/26 22:37,2021/7/26 22:52,2021/7/26 22:05,2021/7/26 21:47
2021/7/26,9C8850,A320,A,166,2021/7/26 22:55,2021/7/26 22:52,2021/7/26 23:06,2021/7/26 22:05,2021/7/26 22:02
2021/7/26,FM9134,B738,A,146,2021/7/26 22:55,2021/7/26 23:17,2021/7/26 23:28,2021/7/26 22:05,2021/7/26 22:27
2021/7/26,CA1938,A320,A,621,2021/7/26 23:00,2021/7/27 2:50,2021/7/27 3:08,2021/7/26 22:10,2021/7/27 2:00
2021/7/26,MU9992,A321,A,551,2021/7/26 23:00,2021/7/26 22:47,2021/7/26 23:05,2021/7/26 22:10,2021/7/26 21:57
2021/7/26,FM9172,B738,A,139,2021/7/26 23:10,2021/7/26 22:43,2021/7/26 23:01,2021/7/26 22:20,2021/7/26 21:53
2021/7/26,HO2002,A320,A,98,2021/7/26 23:10,2021/7/26 22:08,2021/7/26 22:24,2021/7/26 22:20,2021/7/26 21:18
2021/7/26,MU6224,A321,A,125,2021/7/26 23:10,2021/7/27 2:22,2021/7/27 2:37,2021/7/26 22:20,2021/7/27 1:32
2021/7/26,9C8896,A320,A,162,2021/7/26 23:15,2021/7/26 22:50,2021/7/26 23:00,2021/7/26 22:25,2021/7/26 22:00
2021/7/26,FM9338,B738,A,6,2021/7/26 23:15,2021/7/26 22:35,2021/7/26 23:05,2021/7/26 22:25,2021/7/26 21:45
2021/7/26,KN2830,B738,A,567,2021/7/26 23:20,2021/7/27 2:48,2021/7/27 3:00,2021/7/26 22:30,2021/7/27 1:58
2021/7/26,MU2353,A321,A,201,2021/7/26 23:20,2021/7/26 23:50,2021/7/27 0:01,2021/7/26 22:30,2021/7/26 23:00
2021/7/26,MU6346,A20N,A,7,2021/7/26 23:25,2021/7/26 23:03,2021/7/26 23:23,2021/7/26 22:35,2021/7/26 22:13
2021/7/26,MU5660,A319,A,511,2021/7/26 23:30,2021/7/26 23:14,2021/7/26 23:22,2021/7/26 22:40,2021/7/26 22:24
2021/7/26,MU5384,A20N,A,117,2021/7/26 23:30,2021/7/26 23:33,2021/7/26 23:41,2021/7/26 22:40,2021/7/26 22:43
2021/7/26,CA1950,A359,A,806,2021/7/26 23:30,2021/7/27 2:33,2021/7/27 2:50,2021/7/26 22:40,2021/7/27 1:43
2021/7/26,FM9394,B738,A,210,2021/7/26 23:35,2021/7/27 2:54,2021/7/27 3:07,2021/7/26 22:45,2021/7/27 2:04
2021/7/26,FM9146,B738,A,109,2021/7/26 23:40,2021/7/27 0:12,2021/7/27 0:20,2021/7/26 22:50,2021/7/26 23:22
2021/7/26,HO1234,A321,A,84,2021/7/26 23:40,2021/7/26 23:35,2021/7/26 23:53,2021/7/26 22:50,2021/7/26 22:45
2021/7/26,9C6452,A320,A,181,2021/7/26 23:50,2021/7/27 0:41,2021/7/27 0:49,2021/7/26 23:00,2021/7/26 23:51
2021/7/26,CA8316,A321,A,62,2021/7/26 23:55,2021/7/27 1:14,2021/7/27 1:32,2021/7/26 23:05,2021/7/27 0:24
2021/7/26,HO1066,A320,A,809,2021/7/26 23:55,2021/7/27 1:20,2021/7/27 1:32,2021/7/26 23:05,2021/7/27 0:30
2021/7/26,CZ6515,A321,A,175,2021/7/26 23:55,2021/7/26 23:00,2021/7/26 23:15,2021/7/26 23:05,2021/7/26 22:10
2021/7/26,9C6516,A320,A,148,2021/7/26 23:55,2021/7/27 3:06,2021/7/27 3:17,2021/7/26 23:05,2021/7/27 2:16
2021/7/26,CZ6800,A332,A,189,2021/7/26 23:59,2021/7/27 0:59,2021/7/27 1:14,2021/7/26 23:09,2021/7/27 0:09
2021/7/26,CA1948,A332,A,810,2021/7/26 23:59,2021/7/26 23:37,2021/7/26 23:49,2021/7/26 23:09,2021/7/26 22:47
2021/7/26,CZ3680,A321,A,150,2021/7/26 23:59,2021/7/27 0:01,2021/7/27 0:14,2021/7/26 23:09,2021/7/26 23:11
2021/7/26,CZ6437,A321,A,183,2021/7/26 23:59,2021/7/27 0:40,2021/7/27 0:56,2021/7/26 23:09,2021/7/26 23:50
2021/7/26,CZ6373,A321,A,188,2021/7/26 23:59,2021/7/27 0:08,2021/7/27 0:26,2021/7/26 23:09,2021/7/26 23:18
2021/7/26,HO1054,A321,A,86,2021/7/26 23:59,2021/7/27 1:16,2021/7/27 1:33,2021/7/26 23:09,2021/7/27 0:26
2021/7/26,HO1298,A321,A,82,2021/7/26 23:59,2021/7/27 0:57,2021/7/27 1:18,2021/7/26 23:09,2021/7/27 0:07
2021/7/26,CZ3678,A321,A,151,2021/7/26 23:59,2021/7/27 0:32,2021/7/27 0:45,2021/7/26 23:09,2021/7/26 23:42
2021/7/26,HO1042,A320,A,809,2021/7/26 23:59,2021/7/27 3:54,2021/7/27 4:04,2021/7/26 23:09,2021/7/27 3:04
2021/7/26,CZ6509,A321,A,177,2021/7/26 23:59,2021/7/27 0:05,2021/7/27 0:20,2021/7/26 23:09,2021/7/26 23:15
2021/7/26,HO1230,A320,A,52,2021/7/26 23:59,2021/7/27 0:11,2021/7/27 0:27,2021/7/26 23:09,2021/7/26 23:21
2021/7/26,HO1290,A320,A,803,2021/7/26 23:59,2021/7/27 3:19,2021/7/27 3:35,2021/7/26 23:09,2021/7/27 2:29
2021/7/26,HO1248,B789,A,813,2021/7/26 23:59,2021/7/27 3:58,2021/7/27 4:14,2021/7/26 23:09,2021/7/27 3:08
2021/7/26,Y87518,B789,A,190,2021/7/26 23:59,2021/7/27 0:16,2021/7/27 0:27,2021/7/26 23:09,2021/7/26 23:26
2021/7/26,HO1008,A20N,A,93,2021/7/26 23:59,2021/7/27 1:33,2021/7/27 1:46,2021/7/26 23:09,2021/7/27 0:43
2021/7/26,HU1540,B789,A,581,2021/7/26 23:59,2021/7/28 0:19,2021/7/28 0:35,2021/7/26 23:09,2021/7/27 23:29
2021/7/26,HU7231,B738,A,174,2021/7/26 23:59,2021/7/27 0:05,2021/7/27 0:20,2021/7/26 23:09,2021/7/26 23:15
